variable,group,value
1720,fimC,1
1720,fimD,1
1720,fimE,1
1720,fimF,1
1720,fimG,1
1720,fimH,1
1720,fimI,1
1720,flhA,1
1720,gspC,1
1720,gspD,1
1720,gspE,1
1720,gspF,1
1720,gspG,1
1720,gspH,1
1720,gspI,1
1720,gspJ,1
1720,gspK,1
1720,gspL,1
1720,gspM,1
1720,hlyA,1
1720,hlyB,1
1720,hlyC,1
1720,hlyD,1
1720,iucA,1
1720,iucB,1
1720,iucC,1
1720,iucD,1
1720,iutA,1
1720,map,1
1720,nleA/espI,1
1720,nleB1,1
1720,nleC,1
1720,nleE,1
1720,nleF,1
1720,nleG7',1
1720,nleH2,1
1720,ompA,1
1720,paa,1
1720,rcsB,1
1720,sepD,1
1720,sepL,1
1720,sepQ/escQ,1
1720,sepZ/espZ,1
1720,stxA,1
1720,stxB,1
1720,waaF,1
1720,yagV/ecpE,1
1720,yagW/ecpD,1
1720,yagX/ecpC,1
1720,yagY/ecpB,1
1720,yagZ/ecpA,1
1720,ykgK/ecpR,1
1720,algA,0
1720,espY1,0
1720,fyuA,0
1720,gnd,0
1720,gtrB,0
1720,iroB,0
1720,iroC,0
1720,iroD,0
1720,iroE,0
1720,iroN,0
1720,irp1,0
1720,irp2,0
1720,ybtA,0
1720,ybtE,0
1720,ybtP,0
1720,ybtQ,0
1720,ybtS,0
1720,ybtT,0
1720,ybtU,0
1720,ybtX,0
1720,chuA,0
1720,chuS,0
1720,chuT,0
1720,chuU,0
1720,chuV,0
1720,chuW,0
1720,chuX,0
1720,chuY,0
1720,clbA,0
1720,clbB,0
1720,clbC,0
1720,clbD,0
1720,clbE,0
1720,clbF,0
1720,clbG,0
1720,clbH,0
1720,clbI,0
1720,clbJ,0
1720,clbK,0
1720,clbL,0
1720,clbM,0
1720,clbN,0
1720,clbO,0
1720,clbP,0
1720,clbQ,0
1720,clbS,0
1720,clpV/tssH,0
1720,galF,0
1720,kpsD,0
1720,kpsM,0
1720,kpsT,0
1720,papA,0
1720,papB,0
1720,papC,0
1720,papD,0
1720,papE,0
1720,papF,0
1720,papG,0
1720,papH,0
1720,papI,0
1720,papJ,0
1720,papK,0
1720,papX,0
1720,tcpC,0
1720,vat,0
1720,vgrG/tssI,0
1720,vipB/tssC,0
1720,ADP,0
1720,cesF,0
1720,clpB,0
1720,espH,0
1720,espJ,0
1720,espM2,0
1720,espR3,0
1720,espR4,0
1720,espW,0
1720,espX2,0
1720,espX6,0
1720,espY2,0
1720,espY3,0
1720,espY4,0
1720,nleB2,0
1720,nleD,0
1720,nleH1,0
1720,sat,0
1720,shuA,0
1720,shuS,0
1720,shuT,0
1720,shuU,0
1720,shuV,0
1720,shuX,0
1720,shuY,0
1720,stcE,0
1720,stx1A,0
1720,stx2A,0
1720,stx2B,0
1720,tir,0
1720,toxB,0
1720,manB,0
1720,manC,0
1491,acrA,1
1491,acrB,1
1491,allB,1
1491,aslA,1
1491,cesAB,1
1491,cesD,1
1491,cesD2,1
1491,cesL,1
1491,cesT,1
1491,csgB,1
1491,eae,1
1491,east1,1
1491,efa1,1
1491,entB,1
1491,entC,1
1491,entD,1
1491,entE,1
1491,entF,1
1491,entS,1
1491,escC,1
1491,escD,1
1491,escE,1
1491,escF,1
1491,escG,1
1491,escI,1
1491,escJ,1
1491,escL,1
1491,escN,1
1491,escO,1
1491,escR,1
1491,escS,1
1491,escT,1
1491,escU,1
1491,escV,1
1491,espA,1
1491,espB,1
1491,espD,1
1491,espF,1
1491,espFu/tccP,1
1491,espG,1
1491,espK,1
1491,espL1,1
1491,espL2,1
1491,espL4,1
1491,espM1,1
1491,espN,1
1491,espP,1
1491,espR1,1
1491,espX1,1
1491,espX4,1
1491,espX5,1
1491,espX7/nleL,1
1491,etgA,1
1491,fdeC,1
1491,fepA,1
1491,fepB,1
1491,fepC,1
1491,fepD,1
1491,fepG,1
1491,fes,1
1491,fimA,1
1491,fimB,1
1491,fimC,1
1491,fimD,1
1491,fimE,1
1491,fimF,1
1491,fimG,1
1491,fimH,1
1491,fimI,1
1491,flhA,1
1491,gspC,1
1491,gspD,1
1491,gspE,1
1491,gspF,1
1491,gspG,1
1491,gspH,1
1491,gspI,1
1491,gspJ,1
1491,gspK,1
1491,gspL,1
1491,gspM,1
1491,hlyA,1
1491,hlyB,1
1491,hlyC,1
1491,hlyD,1
1491,iucA,1
1491,iucB,1
1491,iucC,1
1491,iucD,1
1491,iutA,1
1491,map,1
1491,nleA/espI,1
1491,nleB1,1
1491,nleC,1
1491,nleE,1
1491,nleF,1
1491,nleG7',1
1491,nleH2,1
1491,ompA,1
1491,paa,1
1491,rcsB,1
1491,sepD,1
1491,sepL,1
1491,sepQ/escQ,1
1491,sepZ/espZ,1
1491,stxA,1
1491,stxB,1
1491,waaF,1
1491,yagV/ecpE,1
1491,yagW/ecpD,1
1491,yagX/ecpC,1
1491,yagY/ecpB,1
1491,yagZ/ecpA,1
1491,ykgK/ecpR,1
1491,algA,0
1491,espY1,0
1491,fyuA,0
1491,gnd,0
1491,gtrB,0
1491,iroB,0
1491,iroC,0
1491,iroD,0
1491,iroE,0
1491,iroN,0
1491,irp1,0
1491,irp2,0
1491,ybtA,0
1491,ybtE,0
1491,ybtP,0
1491,ybtQ,0
1491,ybtS,0
1491,ybtT,0
1491,ybtU,0
1491,ybtX,0
1491,chuA,0
1491,chuS,0
1491,chuT,0
1491,chuU,0
1491,chuV,0
1491,chuW,0
1491,chuX,0
1491,chuY,0
1491,clbA,0
1491,clbB,0
1491,clbC,0
1491,clbD,0
1491,clbE,0
1491,clbF,0
1491,clbG,0
1491,clbH,0
1491,clbI,0
1491,clbJ,0
1491,clbK,0
1491,clbL,0
1491,clbM,0
1491,clbN,0
1491,clbO,0
1491,clbP,0
1491,clbQ,0
1491,clbS,0
1491,clpV/tssH,0
1491,galF,0
1491,kpsD,0
1491,kpsM,0
1491,kpsT,0
1491,papA,0
1491,papB,0
1491,papC,0
1491,papD,0
1491,papE,0
1491,papF,0
1491,papG,0
1491,papH,0
1491,papI,0
1491,papJ,0
1491,papK,0
1491,papX,0
1491,tcpC,0
1491,vat,0
1491,vgrG/tssI,0
1491,vipB/tssC,0
1491,ADP,0
1491,cesF,0
1491,clpB,0
1491,espH,0
1491,espJ,0
1491,espM2,0
1491,espR3,0
1491,espR4,0
1491,espW,0
1491,espX2,0
1491,espX6,0
1491,espY2,0
1491,espY3,0
1491,espY4,0
1491,nleB2,0
1491,nleD,0
1491,nleH1,0
1491,sat,0
1491,shuA,0
1491,shuS,0
1491,shuT,0
1491,shuU,0
1491,shuV,0
1491,shuX,0
1491,shuY,0
1491,stcE,0
1491,stx1A,0
1491,stx2A,0
1491,stx2B,0
1491,tir,0
1491,toxB,0
1491,manB,0
1491,manC,0
1548,acrA,1
1548,acrB,1
1548,allB,1
1548,aslA,1
1548,cesAB,1
1548,cesD,1
1548,cesD2,1
1548,cesL,1
1548,cesT,1
1548,csgB,1
1548,eae,1
1548,east1,1
1548,efa1,1
1548,entB,1
1548,entC,1
1548,entD,1
1548,entE,1
1548,entF,1
1548,entS,1
1548,escC,1
1548,escD,1
1548,escE,1
1548,escF,1
1548,escG,1
1548,escI,1
1548,escJ,1
1548,escL,1
1548,escN,1
1548,escO,1
1548,escR,1
1548,escS,1
1548,escT,1
1548,escU,1
1548,escV,1
1548,espA,1
1548,espB,1
1548,espD,1
1548,espF,1
1548,espFu/tccP,1
1548,espG,1
1548,espK,1
1548,espL1,1
1548,espL2,1
1548,espL4,1
1548,espM1,1
1548,espN,1
1548,espP,1
1548,espR1,1
1548,espX1,1
1548,espX4,1
1548,espX5,1
1548,espX7/nleL,1
1548,etgA,1
1548,fdeC,1
1548,fepA,1
1548,fepB,1
1548,fepC,1
1548,fepD,1
1548,fepG,1
1548,fes,1
1548,fimA,1
1548,fimB,1
1548,fimC,1
1548,fimD,1
1548,fimE,1
1548,fimF,1
1548,fimG,1
1548,fimH,1
1548,fimI,1
1548,flhA,1
1548,gspC,1
1548,gspD,1
1548,gspE,1
1548,gspF,1
1548,gspG,1
1548,gspH,1
1548,gspI,1
1548,gspJ,1
1548,gspK,1
1548,gspL,1
1548,gspM,1
1548,hlyA,1
1548,hlyB,1
1548,hlyC,1
1548,hlyD,1
1548,iucA,1
1548,iucB,1
1548,iucC,1
1548,iucD,1
1548,iutA,1
1548,map,1
1548,nleA/espI,1
1548,nleB1,1
1548,nleC,1
1548,nleE,1
1548,nleF,1
1548,nleG7',1
1548,nleH2,1
1548,ompA,1
1548,paa,1
1548,rcsB,1
1548,sepD,1
1548,sepL,1
1548,sepQ/escQ,1
1548,sepZ/espZ,1
1548,stxA,1
1548,stxB,1
1548,waaF,1
1548,yagV/ecpE,1
1548,yagW/ecpD,1
1548,yagX/ecpC,1
1548,yagY/ecpB,1
1548,yagZ/ecpA,1
1548,ykgK/ecpR,1
1548,algA,0
1548,espY1,0
1548,fyuA,0
1548,gnd,0
1548,gtrB,0
1548,iroB,0
1548,iroC,0
1548,iroD,0
1548,iroE,0
1548,iroN,0
1548,irp1,0
1548,irp2,0
1548,ybtA,0
1548,ybtE,0
1548,ybtP,0
1548,ybtQ,0
1548,ybtS,0
1548,ybtT,0
1548,ybtU,0
1548,ybtX,0
1548,chuA,0
1548,chuS,0
1548,chuT,0
1548,chuU,0
1548,chuV,0
1548,chuW,0
1548,chuX,0
1548,chuY,0
1548,clbA,0
1548,clbB,0
1548,clbC,0
1548,clbD,0
1548,clbE,0
1548,clbF,0
1548,clbG,0
1548,clbH,0
1548,clbI,0
1548,clbJ,0
1548,clbK,0
1548,clbL,0
1548,clbM,0
1548,clbN,0
1548,clbO,0
1548,clbP,0
1548,clbQ,0
1548,clbS,0
1548,clpV/tssH,0
1548,galF,0
1548,kpsD,0
1548,kpsM,0
1548,kpsT,0
1548,papA,0
1548,papB,0
1548,papC,0
1548,papD,0
1548,papE,0
1548,papF,0
1548,papG,0
1548,papH,0
1548,papI,0
1548,papJ,0
1548,papK,0
1548,papX,0
1548,tcpC,0
1548,vat,0
1548,vgrG/tssI,0
1548,vipB/tssC,0
1548,ADP,0
1548,cesF,0
1548,clpB,0
1548,espH,0
1548,espJ,0
1548,espM2,0
1548,espR3,0
1548,espR4,0
1548,espW,0
1548,espX2,0
1548,espX6,0
1548,espY2,0
1548,espY3,0
1548,espY4,0
1548,nleB2,0
1548,nleD,0
1548,nleH1,0
1548,sat,0
1548,shuA,0
1548,shuS,0
1548,shuT,0
1548,shuU,0
1548,shuV,0
1548,shuX,0
1548,shuY,0
1548,stcE,0
1548,stx1A,0
1548,stx2A,0
1548,stx2B,0
1548,tir,0
1548,toxB,0
1548,manB,0
1548,manC,0
1358,acrA,1
1358,acrB,1
1358,allB,1
1358,aslA,1
1358,cesAB,1
1358,cesD,1
1358,cesD2,1
1358,cesL,1
1358,cesT,1
1358,csgB,1
1358,eae,1
1358,east1,1
1358,efa1,1
1358,entB,1
1358,entC,1
1358,entD,1
1358,entE,1
1358,entF,1
1358,entS,1
1358,escC,1
1358,escD,1
1358,escE,1
1358,escF,1
1358,escG,1
1358,escI,1
1358,escJ,1
1358,escL,1
1358,escN,1
1358,escO,1
1358,escR,1
1358,escS,1
1358,escT,1
1358,escU,1
1358,escV,1
1358,espA,1
1358,espB,1
1358,espD,1
1358,espF,1
1358,espFu/tccP,1
1358,espG,1
1358,espK,1
1358,espL1,1
1358,espL2,1
1358,espL4,1
1358,espM1,1
1358,espN,1
1358,espP,1
1358,espR1,1
1358,espX1,1
1358,espX4,1
1358,espX5,1
1358,espX7/nleL,1
1358,etgA,1
1358,fdeC,1
1358,fepA,1
1358,fepB,1
1358,fepC,1
1358,fepD,1
1358,fepG,1
1358,fes,1
1358,fimA,1
1358,fimB,1
1358,fimC,1
1358,fimD,1
1358,fimE,1
1358,fimF,1
1358,fimG,1
1358,fimH,1
1358,fimI,1
1358,flhA,1
1358,gspC,1
1358,gspD,1
1358,gspE,1
1358,gspF,1
1358,gspG,1
1358,gspH,1
1358,gspI,1
1358,gspJ,1
1358,gspK,1
1358,gspL,1
1358,gspM,1
1358,hlyA,1
1358,hlyB,1
1358,hlyC,1
1358,hlyD,1
1358,iucA,1
1358,iucB,1
1358,iucC,1
1358,iucD,1
1358,iutA,1
1358,map,1
1358,nleA/espI,1
1358,nleB1,1
1358,nleC,1
1358,nleE,1
1358,nleF,1
1358,nleG7',1
1358,nleH2,1
1358,ompA,1
1358,paa,1
1358,rcsB,1
1358,sepD,1
1358,sepL,1
1358,sepQ/escQ,1
1358,sepZ/espZ,1
1358,stxA,1
1358,stxB,1
1358,waaF,1
1358,yagV/ecpE,1
1358,yagW/ecpD,1
1358,yagX/ecpC,1
1358,yagY/ecpB,1
1358,yagZ/ecpA,1
1358,ykgK/ecpR,1
1358,algA,0
1358,espY1,0
1358,fyuA,0
1358,gnd,0
1358,gtrB,0
1358,iroB,0
1358,iroC,0
1358,iroD,0
1358,iroE,0
1358,iroN,0
1358,irp1,0
1358,irp2,0
1358,ybtA,0
1358,ybtE,0
1358,ybtP,0
1358,ybtQ,0
1358,ybtS,0
1358,ybtT,0
1358,ybtU,0
1358,ybtX,0
1358,chuA,0
1358,chuS,0
1358,chuT,0
1358,chuU,0
1358,chuV,0
1358,chuW,0
1358,chuX,0
1358,chuY,0
1358,clbA,0
1358,clbB,0
1358,clbC,0
1358,clbD,0
1358,clbE,0
1358,clbF,0
1358,clbG,0
1358,clbH,0
1358,clbI,0
1358,clbJ,0
1358,clbK,0
1358,clbL,0
1358,clbM,0
1358,clbN,0
1358,clbO,0
1358,clbP,0
1358,clbQ,0
1358,clbS,0
1358,clpV/tssH,0
1358,galF,0
1358,kpsD,0
1358,kpsM,0
1358,kpsT,0
1358,papA,0
1358,papB,0
1358,papC,0
1358,papD,0
1358,papE,0
1358,papF,0
1358,papG,0
1358,papH,0
1358,papI,0
1358,papJ,0
1358,papK,0
1358,papX,0
1358,tcpC,0
1358,vat,0
1358,vgrG/tssI,0
1358,vipB/tssC,0
1358,ADP,0
1358,cesF,0
1358,clpB,0
1358,espH,0
1358,espJ,0
1358,espM2,0
1358,espR3,0
1358,espR4,0
1358,espW,0
1358,espX2,0
1358,espX6,0
1358,espY2,0
1358,espY3,0
1358,espY4,0
1358,nleB2,0
1358,nleD,0
1358,nleH1,0
1358,sat,0
1358,shuA,0
1358,shuS,0
1358,shuT,0
1358,shuU,0
1358,shuV,0
1358,shuX,0
1358,shuY,0
1358,stcE,0
1358,stx1A,0
1358,stx2A,0
1358,stx2B,0
1358,tir,0
1358,toxB,0
1358,manB,0
1358,manC,0
1419,acrA,1
1419,acrB,1
1419,allB,1
1419,aslA,1
1419,cesAB,1
1419,cesD,1
1419,cesD2,1
1419,cesL,1
1419,cesT,1
1419,csgB,1
1419,eae,1
1419,east1,1
1419,efa1,1
1419,entB,1
1419,entC,1
1419,entD,1
1419,entE,1
1419,entF,1
1419,entS,1
1419,escC,1
1419,escD,1
1419,escE,1
1419,escF,1
1419,escG,1
1419,escI,1
1419,escJ,1
1419,escL,1
1419,escN,1
1419,escO,1
1419,escR,1
1419,escS,1
1419,escT,1
1419,escU,1
1419,escV,1
1419,espA,1
1419,espB,1
1419,espD,1
1419,espF,1
1419,espFu/tccP,1
1419,espG,1
1419,espK,1
1419,espL1,1
1419,espL2,1
1419,espL4,1
1419,espM1,1
1419,espN,1
1419,espP,1
1419,espR1,1
1419,espX1,1
1419,espX4,1
1419,espX5,1
1419,espX7/nleL,1
1419,etgA,1
1419,fdeC,1
1419,fepA,1
1419,fepB,1
1419,fepC,1
1419,fepD,1
1419,fepG,1
1419,fes,1
1419,fimA,1
1419,fimB,1
1419,fimC,1
1419,fimD,1
1419,fimE,1
1419,fimF,1
1419,fimG,1
1419,fimH,1
1419,fimI,1
1419,flhA,1
1419,gspC,1
1419,gspD,1
1419,gspE,1
1419,gspF,1
1419,gspG,1
1419,gspH,1
1419,gspI,1
1419,gspJ,1
1419,gspK,1
1419,gspL,1
1419,gspM,1
1419,hlyA,1
1419,hlyB,1
1419,hlyC,1
1419,hlyD,1
1419,iucA,1
1419,iucB,1
1419,iucC,1
1419,iucD,1
1419,iutA,1
1419,map,1
1419,nleA/espI,1
1419,nleB1,1
1419,nleC,1
1419,nleE,1
1419,nleF,1
1419,nleG7',1
1419,nleH2,1
1419,ompA,1
1419,paa,1
1419,rcsB,1
1419,sepD,1
1419,sepL,1
1419,sepQ/escQ,1
1419,sepZ/espZ,1
1419,stxA,1
1419,stxB,1
1419,waaF,1
1419,yagV/ecpE,1
1419,yagW/ecpD,1
1419,yagX/ecpC,1
1419,yagY/ecpB,1
1419,yagZ/ecpA,1
1419,ykgK/ecpR,1
1419,algA,0
1419,espY1,0
1419,fyuA,0
1419,gnd,0
1419,gtrB,0
1419,iroB,0
1419,iroC,0
1419,iroD,0
1419,iroE,0
1419,iroN,0
1419,irp1,0
1419,irp2,0
1419,ybtA,0
1419,ybtE,0
1419,ybtP,0
1419,ybtQ,0
1419,ybtS,0
1419,ybtT,0
1419,ybtU,0
1419,ybtX,0
1419,chuA,0
1419,chuS,0
1419,chuT,0
1419,chuU,0
1419,chuV,0
1419,chuW,0
1419,chuX,0
1419,chuY,0
1419,clbA,0
1419,clbB,0
1419,clbC,0
1419,clbD,0
1419,clbE,0
1419,clbF,0
1419,clbG,0
1419,clbH,0
1419,clbI,0
1419,clbJ,0
1419,clbK,0
1419,clbL,0
1419,clbM,0
1419,clbN,0
1419,clbO,0
1419,clbP,0
1419,clbQ,0
1419,clbS,0
1419,clpV/tssH,0
1419,galF,0
1419,kpsD,0
1419,kpsM,0
1419,kpsT,0
1419,papA,0
1419,papB,0
1419,papC,0
1419,papD,0
1419,papE,0
1419,papF,0
1419,papG,0
1419,papH,0
1419,papI,0
1419,papJ,0
1419,papK,0
1419,papX,0
1419,tcpC,0
1419,vat,0
1419,vgrG/tssI,0
1419,vipB/tssC,0
1419,ADP,0
1419,cesF,0
1419,clpB,0
1419,espH,0
1419,espJ,0
1419,espM2,0
1419,espR3,0
1419,espR4,0
1419,espW,0
1419,espX2,0
1419,espX6,0
1419,espY2,0
1419,espY3,0
1419,espY4,0
1419,nleB2,0
1419,nleD,0
1419,nleH1,0
1419,sat,0
1419,shuA,0
1419,shuS,0
1419,shuT,0
1419,shuU,0
1419,shuV,0
1419,shuX,0
1419,shuY,0
1419,stcE,0
1419,stx1A,0
1419,stx2A,0
1419,stx2B,0
1419,tir,0
1419,toxB,0
1419,manB,0
1419,manC,0
1217,acrA,1
1217,acrB,1
1217,allB,1
1217,aslA,1
1217,cesAB,1
1217,cesD,1
1217,cesD2,1
1217,cesL,1
1217,cesT,1
1217,csgB,1
1217,eae,1
1217,east1,1
1217,efa1,1
1217,entB,1
1217,entC,1
1217,entD,1
1217,entE,1
1217,entF,1
1217,entS,1
1217,escC,1
1217,escD,1
1217,escE,1
1217,escF,1
1217,escG,1
1217,escI,1
1217,escJ,1
1217,escL,1
1217,escN,1
1217,escO,1
1217,escR,1
1217,escS,1
1217,escT,1
1217,escU,1
1217,escV,1
1217,espA,1
1217,espB,1
1217,espD,1
1217,espF,1
1217,espFu/tccP,1
1217,espG,1
1217,espK,1
1217,espL1,1
1217,espL2,1
1217,espL4,1
1217,espM1,1
1217,espN,1
1217,espP,1
1217,espR1,1
1217,espX1,1
1217,espX4,1
1217,espX5,1
1217,espX7/nleL,1
1217,etgA,1
1217,fdeC,1
1217,fepA,1
1217,fepB,1
1217,fepC,1
1217,fepD,1
1217,fepG,1
1217,fes,1
1217,fimA,1
1217,fimB,1
1217,fimC,1
1217,fimD,1
1217,fimE,1
1217,fimF,1
1217,fimG,1
1217,fimH,1
1217,fimI,1
1217,flhA,1
1217,gspC,1
1217,gspD,1
1217,gspE,1
1217,gspF,1
1217,gspG,1
1217,gspH,1
1217,gspI,1
1217,gspJ,1
1217,gspK,1
1217,gspL,1
1217,gspM,1
1217,hlyA,1
1217,hlyB,1
1217,hlyC,1
1217,hlyD,1
1217,iucA,1
1217,iucB,1
1217,iucC,1
1217,iucD,1
1217,iutA,1
1217,map,1
1217,nleA/espI,1
1217,nleB1,1
1217,nleC,1
1217,nleE,1
1217,nleF,1
1217,nleG7',1
1217,nleH2,1
1217,ompA,1
1217,paa,1
1217,rcsB,1
1217,sepD,1
1217,sepL,1
1217,sepQ/escQ,1
1217,sepZ/espZ,1
1217,stxA,1
1217,stxB,1
1217,waaF,1
1217,yagV/ecpE,1
1217,yagW/ecpD,1
1217,yagX/ecpC,1
1217,yagY/ecpB,1
1217,yagZ/ecpA,1
1217,ykgK/ecpR,1
1217,algA,0
1217,espY1,0
1217,fyuA,0
1217,gnd,0
1217,gtrB,0
1217,iroB,0
1217,iroC,0
1217,iroD,0
1217,iroE,0
1217,iroN,0
1217,irp1,0
1217,irp2,0
1217,ybtA,0
1217,ybtE,0
1217,ybtP,0
1217,ybtQ,0
1217,ybtS,0
1217,ybtT,0
1217,ybtU,0
1217,ybtX,0
1217,chuA,0
1217,chuS,0
1217,chuT,0
1217,chuU,0
1217,chuV,0
1217,chuW,0
1217,chuX,0
1217,chuY,0
1217,clbA,0
1217,clbB,0
1217,clbC,0
1217,clbD,0
1217,clbE,0
1217,clbF,0
1217,clbG,0
1217,clbH,0
1217,clbI,0
1217,clbJ,0
1217,clbK,0
1217,clbL,0
1217,clbM,0
1217,clbN,0
1217,clbO,0
1217,clbP,0
1217,clbQ,0
1217,clbS,0
1217,clpV/tssH,0
1217,galF,0
1217,kpsD,0
1217,kpsM,0
1217,kpsT,0
1217,papA,0
1217,papB,0
1217,papC,0
1217,papD,0
1217,papE,0
1217,papF,0
1217,papG,0
1217,papH,0
1217,papI,0
1217,papJ,0
1217,papK,0
1217,papX,0
1217,tcpC,0
1217,vat,0
1217,vgrG/tssI,0
1217,vipB/tssC,0
1217,ADP,0
1217,cesF,0
1217,clpB,0
1217,espH,0
1217,espJ,0
1217,espM2,0
1217,espR3,0
1217,espR4,0
1217,espW,0
1217,espX2,0
1217,espX6,0
1217,espY2,0
1217,espY3,0
1217,espY4,0
1217,nleB2,0
1217,nleD,0
1217,nleH1,0
1217,sat,0
1217,shuA,0
1217,shuS,0
1217,shuT,0
1217,shuU,0
1217,shuV,0
1217,shuX,0
1217,shuY,0
1217,stcE,0
1217,stx1A,0
1217,stx2A,0
1217,stx2B,0
1217,tir,0
1217,toxB,0
1217,manB,0
1217,manC,0
1572,acrA,1
1572,acrB,1
1572,allB,1
1572,aslA,1
1572,cesAB,1
1572,cesD,1
1572,cesD2,1
1572,cesL,1
1572,cesT,1
1572,csgB,1
1572,eae,1
1572,east1,1
1572,efa1,1
1572,entB,1
1572,entC,1
1572,entD,1
1572,entE,1
1572,entF,1
1572,entS,1
1572,escC,1
1572,escD,1
1572,escE,1
1572,escF,1
1572,escG,1
1572,escI,1
1572,escJ,1
1572,escL,1
1572,escN,1
1572,escO,1
1572,escR,1
1572,escS,1
1572,escT,1
1572,escU,1
1572,escV,1
1572,espA,1
1572,espB,1
1572,espD,1
1572,espF,1
1572,espFu/tccP,1
1572,espG,1
1572,espK,1
1572,espL1,1
1572,espL2,1
1572,espL4,1
1572,espM1,1
1572,espN,1
1572,espP,1
1572,espR1,1
1572,espX1,1
1572,espX4,1
1572,espX5,1
1572,espX7/nleL,1
1572,etgA,1
1572,fdeC,1
1572,fepA,1
1572,fepB,1
1572,fepC,1
1572,fepD,1
1572,fepG,1
1572,fes,1
1572,fimA,1
1572,fimB,1
1572,fimC,1
1572,fimD,1
1572,fimE,1
1572,fimF,1
1572,fimG,1
1572,fimH,1
1572,fimI,1
1572,flhA,1
1572,gspC,1
1572,gspD,1
1572,gspE,1
1572,gspF,1
1572,gspG,1
1572,gspH,1
1572,gspI,1
1572,gspJ,1
1572,gspK,1
1572,gspL,1
1572,gspM,1
1572,hlyA,1
1572,hlyB,1
1572,hlyC,1
1572,hlyD,1
1572,iucA,1
1572,iucB,1
1572,iucC,1
1572,iucD,1
1572,iutA,1
1572,map,1
1572,nleA/espI,1
1572,nleB1,1
1572,nleC,1
1572,nleE,1
1572,nleF,1
1572,nleG7',1
1572,nleH2,1
1572,ompA,1
1572,paa,1
1572,rcsB,1
1572,sepD,1
1572,sepL,1
1572,sepQ/escQ,1
1572,sepZ/espZ,1
1572,stxA,1
1572,stxB,1
1572,waaF,1
1572,yagV/ecpE,1
1572,yagW/ecpD,1
1572,yagX/ecpC,1
1572,yagY/ecpB,1
1572,yagZ/ecpA,1
1572,ykgK/ecpR,1
1572,algA,0
1572,espY1,0
1572,fyuA,0
1572,gnd,0
1572,gtrB,0
1572,iroB,0
1572,iroC,0
1572,iroD,0
1572,iroE,0
1572,iroN,0
1572,irp1,0
1572,irp2,0
1572,ybtA,0
1572,ybtE,0
1572,ybtP,0
1572,ybtQ,0
1572,ybtS,0
1572,ybtT,0
1572,ybtU,0
1572,ybtX,0
1572,chuA,0
1572,chuS,0
1572,chuT,0
1572,chuU,0
1572,chuV,0
1572,chuW,0
1572,chuX,0
1572,chuY,0
1572,clbA,0
1572,clbB,0
1572,clbC,0
1572,clbD,0
1572,clbE,0
1572,clbF,0
1572,clbG,0
1572,clbH,0
1572,clbI,0
1572,clbJ,0
1572,clbK,0
1572,clbL,0
1572,clbM,0
1572,clbN,0
1572,clbO,0
1572,clbP,0
1572,clbQ,0
1572,clbS,0
1572,clpV/tssH,0
1572,galF,0
1572,kpsD,0
1572,kpsM,0
1572,kpsT,0
1572,papA,0
1572,papB,0
1572,papC,0
1572,papD,0
1572,papE,0
1572,papF,0
1572,papG,0
1572,papH,0
1572,papI,0
1572,papJ,0
1572,papK,0
1572,papX,0
1572,tcpC,0
1572,vat,0
1572,vgrG/tssI,0
1572,vipB/tssC,0
1572,ADP,0
1572,cesF,0
1572,clpB,0
1572,espH,0
1572,espJ,0
1572,espM2,0
1572,espR3,0
1572,espR4,0
1572,espW,0
1572,espX2,0
1572,espX6,0
1572,espY2,0
1572,espY3,0
1572,espY4,0
1572,nleB2,0
1572,nleD,0
1572,nleH1,0
1572,sat,0
1572,shuA,0
1572,shuS,0
1572,shuT,0
1572,shuU,0
1572,shuV,0
1572,shuX,0
1572,shuY,0
1572,stcE,0
1572,stx1A,0
1572,stx2A,0
1572,stx2B,0
1572,tir,0
1572,toxB,0
1572,manB,0
1572,manC,0
1632,acrA,1
1632,acrB,1
1632,allB,1
1632,aslA,1
1632,cesAB,1
1632,cesD,1
1632,cesD2,1
1632,cesL,1
1632,cesT,1
1632,csgB,1
1632,eae,1
1632,east1,1
1632,efa1,1
1632,entB,1
1632,entC,1
1632,entD,1
1632,entE,1
1632,entF,1
1632,entS,1
1632,escC,1
1632,escD,1
1632,escE,1
1632,escF,1
1632,escG,1
1632,escI,1
1632,escJ,1
1632,escL,1
1632,escN,1
1632,escO,1
1632,escR,1
1632,escS,1
1632,escT,1
1632,escU,1
1632,escV,1
1632,espA,1
1632,espB,1
1632,espD,1
1632,espF,1
1632,espFu/tccP,1
1632,espG,1
1632,espK,1
1632,espL1,1
1632,espL2,1
1632,espL4,1
1632,espM1,1
1632,espN,1
1632,espP,1
1632,espR1,1
1632,espX1,1
1632,espX4,1
1632,espX5,1
1632,espX7/nleL,1
1632,etgA,1
1632,fdeC,1
1632,fepA,1
1632,fepB,1
1632,fepC,1
1632,fepD,1
1632,fepG,1
1632,fes,1
1632,fimA,1
1632,fimB,1
1632,fimC,1
1632,fimD,1
1632,fimE,1
1632,fimF,1
1632,fimG,1
1632,fimH,1
1632,fimI,1
1632,flhA,1
1632,gspC,1
1632,gspD,1
1632,gspE,1
1632,gspF,1
1632,gspG,1
1632,gspH,1
1632,gspI,1
1632,gspJ,1
1632,gspK,1
1632,gspL,1
1632,gspM,1
1632,hlyA,1
1632,hlyB,1
